recap_id,game_id,text
496,100496,"On the road on February 1, 2026, the HAR took on the MIS at the Missoula Anchors' arena. The Missoula Anchors came away with a 135-118 victory over the Hartford Comets. Keller led the Missoula Anchors with 30 points. Hartford Comets scorer Boone put up 30 points. At the break, the Missoula Anchors were up 68-56 after the opening two quarters. The Missoula Anchors were in front the entire game, never trailing once. There was no box score entry for Maddox of the Missoula Anchors. At one stretch of the game, the Missoula Anchors were ahead by 19 points."
497,100497,"On February 1, 2026, the Boise Glaciers traveled to face the Austin Sentinels. The Austin Sentinels won, 137-128, over the Boise Glaciers. Austin Sentinels scorer Pruitt finished with a game-high 30 points. On the losing side, McAllister scored 39 points. The Austin Sentinels led 71-58 at the half after two competitive quarters. The Austin Sentinels rallied back from a 4-point deficit to come away with the win. Dupree hit the go-ahead jumper late in the fourth quarter. Pemberton cleaned up 10 rebounds to lead all players. The two teams traded the lead 15 times during the contest."
498,100498,"The Nashville Tempest hosted the Cheyenne Pioneers on February 1, 2026. The Nashville Tempest came away with a 120-117 victory over the Cheyenne Pioneers. Nash led the Nashville Tempest with 23 points. On the losing side, Bellamy scored 27 points. The Nashville Tempest held a 57-55 edge at the half of a closely contested game. At no point during the contest did the Nashville Tempest trail. Thornton delivered the decisive go-ahead score for the Nashville Tempest down the stretch. Fairbanks recorded 10 assists in the win. The Nashville Tempest opened up a 3-point advantage at one point in the game."
499,100499,"On the road on February 1, 2026, the HON took on the BAK at the Bakersfield Wranglers' arena. The Bakersfield Wranglers topped the Honolulu Miners, 113-110. Yates led the Bakersfield Wranglers with 28 points. Sinclair paced the Honolulu Miners with 41 points despite the loss. The Bakersfield Wranglers took a 62-54 lead into the locker room at the break. The Bakersfield Wranglers trailed by 7 points at one stage before pulling away for good. Yates came up with the go-ahead basket in the final stretch of the game. The Bakersfield Wranglers connected on 22 threes. The Bakersfield Wranglers led by up to 16 points along the way to the win."
500,100500,"On February 1, 2026, the TUL and the TAC met, with the Tacoma Talons on the road. The final score was Tulsa Admirals 113, Tacoma Talons 109. Carver paced the Tulsa Admirals attack, scoring 26 points. Vance scored 28 points to lead the Tacoma Talons. At the break, the Tulsa Admirals were up 58-52 after the opening two quarters. The Tulsa Admirals controlled the game from start to finish, never trailing. The go-ahead bucket late in the game came from Ellison of the Tulsa Admirals. The Tacoma Talons committed 20 turnovers. Thackeray and Godfrey and Maddox spent stretches of the game in foul trouble."
501,100501,"On the road on February 2, 2026, the CIN took on the MIS at the Missoula Anchors' arena. The Cincinnati Stallions topped the Missoula Anchors, 130-111. Bellamy was the top scorer for the Cincinnati Stallions, going for 40 points. Calloway led the Missoula Anchors with 21 points in the loss. At the break, the Cincinnati Stallions were up 65-60 after the opening two quarters. The Cincinnati Stallions never trailed at any point in the game. The Cincinnati Stallions bench chipped in 30 points. The Cincinnati Stallions built a lead as big as 21 points during the game."
502,100502,"On February 2, 2026, the Albany Condors traveled to face the Honolulu Miners. The ALB beat the HON, 111-89. Easton led the Albany Condors with 32 points. Sinclair paced the Honolulu Miners with 25 points despite the loss. The Albany Condors held a 53-45 edge at the half of a closely contested game. The Albany Condors trailed by 6 points at one stage before pulling away for good. It was Ellison who put the Albany Condors ahead for good late in the fourth. It was a double-double night for Rutledge: 10 points, 12 rebounds. At one stretch of the game, the Albany Condors were ahead by 27 points."
503,100503,"The Cheyenne Pioneers hosted the Tulsa Admirals on February 2, 2026. The Tulsa Admirals won, 129-118, over the Cheyenne Pioneers. Rutledge topped all scorers for the Tulsa Admirals with 42 points. Radford paced the Cheyenne Pioneers with 23 points despite the loss. At the break, the Cheyenne Pioneers were up 61-59 after the opening two quarters. Down by as many as 5 points during the game, the Tulsa Admirals still found a way to win. The go-ahead bucket late in the game came from Ellison of the Tulsa Admirals. It finished as a 11-point game. There were 8 lead changes over the course of the game."
504,100504,"The Bakersfield Wranglers visited the Albuquerque Lancers on February 2, 2026. The Albuquerque Lancers defeated the Bakersfield Wranglers by a score of 121-94. Dalton topped all scorers for the Albuquerque Lancers with 20 points. Castellano led the Bakersfield Wranglers with 26 points in the loss. Heading into halftime, the Albuquerque Lancers led 65-41 through two quarters of play. The Albuquerque Lancers trailed by 3 points at one stage before pulling away for good. Holloway hit the go-ahead jumper late in the fourth quarter. The Albuquerque Lancers were without regular contributor Garner. Dalton dealt with foul trouble over the course of the game."
505,100505,"The Nashville Tempest visited the Spokane Outlaws on February 3, 2026. The Spokane Outlaws won, 128-92, over the Nashville Tempest. Radford topped all scorers for the Spokane Outlaws with 22 points. On the losing side, Abbott scored 20 points. At the break, the Spokane Outlaws were up 67-48 after the opening two quarters. The Spokane Outlaws overcame a 1-point deficit at one stage to win the game. It was Zimmer who put the Spokane Outlaws ahead for good late in the fourth. On the boards, Brennan finished with 10 rebounds. The Spokane Outlaws led by as many as 39 points at one stage of the game."
506,100506,"On the road on February 3, 2026, the ALB took on the TAC at the Tacoma Talons' arena. The ALB beat the TAC, 121-110. Navarro was the top scorer for the Albany Condors, going for 26 points. Tacoma Talons scorer Vance put up 18 points. The Albany Condors led 67-52 at the half after two competitive quarters. After facing a 1-point deficit earlier in the game, the Albany Condors came all the way back. The go-ahead bucket late in the game came from Quigley of the Albany Condors. Easton recorded 13 assists in the win. It was a back-and-forth affair, with 16 lead changes along the way."
507,100507,"On February 3, 2026, the ELP and the REN met, with the Reno Ridgebacks on the road. The El Paso Ospreys topped the Reno Ridgebacks, 128-97. Sinclair was the top scorer for the El Paso Ospreys, going for 28 points. Jennings paced the Reno Ridgebacks with 22 points despite the loss. Heading into halftime, the El Paso Ospreys led 59-48 through two quarters of play. At no point during the contest did the El Paso Ospreys trail. From beyond the arc, the El Paso Ospreys went 17-for-the-night. The El Paso Ospreys' largest lead of the game was 37 points."
508,100508,"The Austin Sentinels visited the Missoula Anchors on February 3, 2026. The Missoula Anchors won, 135-115, over the Austin Sentinels. For the winners, Thackeray scored 23 points. On the losing side, Marlow scored 18 points. Heading into halftime, the Missoula Anchors led 73-62 through two quarters of play. The Missoula Anchors led wire-to-wire from the opening tip. The Austin Sentinels committed 16 turnovers. At one stretch of the game, the Missoula Anchors were ahead by 22 points."
509,100509,"On February 3, 2026, the TUL and the HAR met, with the Hartford Comets on the road. The Tulsa Admirals topped the Hartford Comets, 126-111. Hargrove led the Tulsa Admirals with 23 points. Boone led the Hartford Comets with 27 points in the loss. At the break, the Tulsa Admirals were up 63-49 after the opening two quarters. The Tulsa Admirals overcame a 4-point deficit at one stage to win the game. Pemberton hit the go-ahead jumper late in the fourth quarter. The Tulsa Admirals bench chipped in 55 points. The lead changed hands 6 times during the course of the game."
510,100510,"On February 3, 2026, the Newark Mustangs welcomed the Honolulu Miners at home. The Newark Mustangs topped the Honolulu Miners, 112-100. Newark Mustangs scorer Brennan finished with a game-high 25 points. On the losing side, Sinclair scored 30 points. At halftime, the Newark Mustangs were ahead 58-52 following the first two periods. The Newark Mustangs rallied back from a 12-point deficit to come away with the win. It was Lambert who put the Newark Mustangs ahead for good late in the fourth. Sinclair posted a double-double with 30 points and 15 rebounds. The Newark Mustangs led by as many as 16 points at one stage of the game."
511,100511,"On February 3, 2026, the Albuquerque Lancers traveled to face the Baton Rouge Falcons. The Albuquerque Lancers topped the Baton Rouge Falcons, 135-123. Salazar was the top scorer for the Albuquerque Lancers, going for 29 points. Castellano and Thackeray paced the Baton Rouge Falcons with 32 points despite the loss. The Albuquerque Lancers took a 67-65 lead into the locker room at the break. The Albuquerque Lancers never trailed at any point in the game. The Albuquerque Lancers won it by 12. At one stretch of the game, the Albuquerque Lancers were ahead by 18 points."
512,100512,"It was tied 52-52 at the half between the visiting Tacoma Talons and the Honolulu Miners on February 4, 2026, before Honolulu pulled away for good, winning 105-99 at home. Emerson led the Miners with 20 points, while Maddox answered with 25 for Tacoma in the loss. The Honolulu Miners never trailed once the game turned, and Sinclair suited up and contributed for Honolulu alongside Emerson; Carlos Thackeray and Reggie Bradford both battled foul trouble along the way for Tacoma in a game that stayed comfortably in the Miners' control throughout."
513,100513,"On the road on February 4, 2026, the TUL took on the RIC at the Richmond Kestrels' arena. The final score was Richmond Kestrels 102, Tulsa Admirals 95. Richmond Kestrels scorer Beckett finished with a game-high 24 points. Radford led the Tulsa Admirals with 27 points in the loss. The Richmond Kestrels took a 51-44 lead into the locker room at the break. The Richmond Kestrels rallied back from a 2-point deficit to come away with the win. Beckett came up with the go-ahead basket in the final stretch of the game. Carver controlled the glass with 11 rebounds. At one stretch of the game, the Richmond Kestrels were ahead by 8 points."
514,100514,"The Spokane Outlaws visited the Albuquerque Lancers on February 4, 2026. The Albuquerque Lancers won, 116-106, over the Spokane Outlaws. Emerson led the Albuquerque Lancers with 25 points. For the Spokane Outlaws, Rhodes scored a team-high 25 points. At the break, the Albuquerque Lancers were up 57-49 after the opening two quarters. The Albuquerque Lancers controlled the game from start to finish, never trailing. Holloway handed out 10 assists to lead all passers. At one stretch of the game, the Albuquerque Lancers were ahead by 16 points."
515,100515,"On the road on February 4, 2026, the HAR took on the BOI at the Boise Glaciers' arena. The Hartford Comets came away with a 135-108 victory over the Boise Glaciers. Boone paced the Hartford Comets attack, scoring 39 points. Boise Glaciers scorer McAllister put up 28 points. At halftime, the Hartford Comets were ahead 65-53 following the first two periods. At no point during the contest did the Hartford Comets trail. The Hartford Comets hit 21 three-pointers. Keller and Yates dealt with foul trouble over the course of the game."
516,100516,"On February 4, 2026, the Cincinnati Stallions traveled to face the Reno Ridgebacks. The Cincinnati Stallions defeated the Reno Ridgebacks by a score of 132-126. Cincinnati Stallions scorer McAllister finished with a game-high 35 points. For the Reno Ridgebacks, Rivera scored a team-high 30 points. At halftime, the Cincinnati Stallions were ahead 67-59 following the first two periods. The Cincinnati Stallions were in front the entire game, never trailing once. Turnovers were an issue for the Reno Ridgebacks, who had 15. The Cincinnati Stallions led by as many as 16 points at one stage of the game."
517,100517,"On the road on February 4, 2026, the CHE took on the RAL at the Raleigh Wardens' arena. The Cheyenne Pioneers topped the Raleigh Wardens, 115-111. Pruitt paced the Cheyenne Pioneers attack, scoring 22 points. For the Raleigh Wardens, Abbott scored a team-high 26 points. The Raleigh Wardens took a 61-59 lead into the locker room at the break. After facing a 6-point deficit earlier in the game, the Cheyenne Pioneers came all the way back. It was Vance who put the Cheyenne Pioneers ahead for good late in the fourth. The Cheyenne Pioneers bench chipped in 37 points. At one stretch of the game, the Cheyenne Pioneers were ahead by 10 points."
518,100518,"On February 4, 2026, the BAK and the FRE met, with the Fresno Bison on the road. The Fresno Bison came away with a 117-93 victory over the Bakersfield Wranglers. Fresno Bison scorer Pruitt finished with a game-high 25 points. Yates paced the Bakersfield Wranglers with 23 points despite the loss. The Fresno Bison held a 57-42 edge at the half of a closely contested game. The Fresno Bison controlled the game from start to finish, never trailing. Barnett added a double-double, going for 14 points and 1 assists. Foul trouble limited Gallagher and Wakefield and Nash for parts of the game."
519,100519,"The Honolulu Miners shook off a slow start to beat the visiting Baton Rouge Falcons, 124-104, on February 5, 2026, erasing an early 3-point deficit and eventually winning by 20. Emerson led Honolulu with 28 points, and Castellano and Blackwood each had 19 for Baton Rouge. The Honolulu Miners were up 62-56 at the break before Silas Sinclair delivered the late go-ahead bucket, and their lead swelled to a game-high 28 points before the final horn sounded on a comfortable home win."
520,100520,"On the road on February 5, 2026, the MIS took on the RIC at the Richmond Kestrels' arena. The Richmond Kestrels won, 109-93, over the Missoula Anchors. Emerson led the Richmond Kestrels with 26 points. Missoula Anchors scorer Rutledge put up 25 points. The Richmond Kestrels led 51-44 at the half after two competitive quarters. Down by as many as 8 points during the game, the Richmond Kestrels still found a way to win. The go-ahead bucket late in the game came from Emerson of the Richmond Kestrels. Keller sat out for the Missoula Anchors, absent from the box score. The Richmond Kestrels' largest lead of the game was 22 points."
521,100521,"The Reno Ridgebacks visited the Tulsa Admirals on February 5, 2026. The final score was Tulsa Admirals 120, Reno Ridgebacks 94. Radford paced the Tulsa Admirals attack, scoring 21 points. For the Reno Ridgebacks, Garner scored a team-high 21 points. The Tulsa Admirals led 58-45 at the half after two competitive quarters. The Tulsa Admirals erased a 3-point hole along the way to close out the win. The go-ahead bucket late in the game came from Radford of the Tulsa Admirals. Garner pulled down a game-high 19 rebounds. The game featured 16 lead changes before it was finally decided."
522,100522,"The Bakersfield Wranglers hosted the Tacoma Talons on February 5, 2026. The final score was Tacoma Talons 101, Bakersfield Wranglers 97. Tacoma Talons scorer Langford finished with a game-high 20 points. Wakefield led the Bakersfield Wranglers with 24 points in the loss. At halftime, the Tacoma Talons were ahead 51-47 following the first two periods. The Tacoma Talons led wire-to-wire from the opening tip. Sutter delivered the decisive go-ahead score for the Tacoma Talons down the stretch. Distributing the ball, Thackeray finished with 7 assists. The Tacoma Talons' largest lead of the game was 16 points."
523,100523,"The El Paso Ospreys hosted the Fresno Bison on February 5, 2026. The Fresno Bison defeated the El Paso Ospreys by a score of 105-102. Pruitt topped all scorers for the Fresno Bison with 27 points. Salazar scored 21 points to lead the El Paso Ospreys. Heading into halftime, the Fresno Bison led 52-49 through two quarters of play. The Fresno Bison controlled the game from start to finish, never trailing. Nash delivered the decisive go-ahead score for the Fresno Bison down the stretch. From beyond the arc, the Fresno Bison went 11-for-the-night. The Fresno Bison built a lead as big as 9 points during the game."
524,100524,"Devonte Dalton's late go-ahead bucket sent the Albuquerque Lancers past the visiting Reno Ridgebacks, 139-122, on February 6, 2026, capping a night that saw Albuquerque climb out of an 8-point hole. Salazar scored 28 for the Lancers, while Whitaker and Delgado each put up 20 for Reno. The Albuquerque Lancers led just 61-60 at the break in a game that featured only 4 lead changes overall, and Reno's 12 turnovers proved costly in the end for the visiting Ridgebacks, who never quite found an answer for Albuquerque's late push."
525,100525,"On February 6, 2026, the TUL and the COL met, with the Columbus Voyagers on the road. The Columbus Voyagers came away with a 139-118 victory over the Tulsa Admirals. Jennings and Sinclair paced the Columbus Voyagers attack, scoring 27 points. Carver scored 32 points to lead the Tulsa Admirals. The Columbus Voyagers took a 62-56 lead into the locker room at the break. At no point during the contest did the Columbus Voyagers trail. 69 bench points helped the Columbus Voyagers. Foul trouble limited Ocampo for parts of the game."
526,100526,"The Baton Rouge Falcons hosted the Austin Sentinels on February 6, 2026. The Austin Sentinels topped the Baton Rouge Falcons, 124-105. Marlow was the top scorer for the Austin Sentinels, going for 25 points. For the Baton Rouge Falcons, Sheffield scored a team-high 16 points. At halftime, the Austin Sentinels were ahead 58-51 following the first two periods. The Austin Sentinels never trailed at any point in the game. Kirby posted a double-double with 13 points and 11 rebounds. The Austin Sentinels led by as many as 20 points at one stage of the game."
527,100527,"The Missoula Anchors visited the Boise Glaciers on February 7, 2026. The Boise Glaciers defeated the Missoula Anchors by a score of 133-109. Montgomery paced the Boise Glaciers attack, scoring 41 points. Rutledge paced the Missoula Anchors with 23 points despite the loss. At the break, the Boise Glaciers were up 71-56 after the opening two quarters. The Boise Glaciers erased a 3-point hole along the way to close out the win. Montgomery came up with the go-ahead basket in the final stretch of the game. The Boise Glaciers won it by 24. It was a back-and-forth affair, with 13 lead changes along the way."
528,100528,"On February 7, 2026, the Spokane Outlaws welcomed the Columbus Voyagers at home. The final score was Columbus Voyagers 110, Spokane Outlaws 93. For the winners, Maddox scored 19 points. Radford scored 17 points to lead the Spokane Outlaws. The two teams were tied 49-49 at the half after an evenly played first two quarters. The Columbus Voyagers rallied back from a 2-point deficit to come away with the win. Winslow hit the go-ahead jumper late in the fourth quarter. Thackeray did not suit up for the Spokane Outlaws. The Columbus Voyagers built a lead as big as 22 points during the game."
529,100529,"Wolfe's monster night, 35 points and 20 rebounds, wasn't enough to save the visiting Anchorage Herons on February 7, 2026, as the Tacoma Talons rolled to a 128-117 home win, controlling the game from the opening tip. Maddox scored 23 to pace the Tacoma Talons, who led 61-55 at halftime and stretched the margin to 19 points at its peak. Carlos Thackeray dealt with foul trouble for Tacoma, though it did little to slow down the Talons' wire-to-wire victory over Anchorage."
530,100530,"On February 7, 2026, the Louisville Nomads welcomed the Albuquerque Lancers at home. The ALE beat the LOU, 114-103. Thackeray was the top scorer for the Albuquerque Lancers, going for 28 points. Garner scored 25 points to lead the Louisville Nomads. At halftime, the Albuquerque Lancers were ahead 60-54 following the first two periods. After facing a 1-point deficit earlier in the game, the Albuquerque Lancers came all the way back. The go-ahead bucket late in the game came from Thackeray of the Albuquerque Lancers. Dalton set the pace with 11 assists. There were 14 lead changes over the course of the game."
531,100531,"On February 7, 2026, the BAK and the ALB met, with the Albany Condors on the road. The Albany Condors defeated the Bakersfield Wranglers by a score of 97-81. Winslow led the Albany Condors with 22 points. Bakersfield Wranglers scorer Delgado put up 15 points. The Albany Condors held a 46-41 edge at the half of a closely contested game. The Albany Condors overcame a 4-point deficit at one stage to win the game. Navarro delivered the decisive go-ahead score for the Albany Condors down the stretch. 13 made threes came from the Albany Condors. The Albany Condors' largest lead of the game was 24 points."
532,100532,"Silas Garner's go-ahead basket in the final stretch capped a 134-130 win for the Baton Rouge Falcons over the host Des Moines Vultures on February 7, 2026. Bradford led the Baton Rouge Falcons with 25 points, while Redmond countered with 30 for Des Moines. Baton Rouge was up 65-62 at the half after climbing back from a 6-point deficit, and their lead eventually reached 15 points; turnovers were the difference too, with the Des Moines Vultures giving the ball away 15 times down the stretch."
533,100533,"On February 7, 2026, the JAC and the CHE met, with the Cheyenne Pioneers on the road. The Jacksonville Cobras topped the Cheyenne Pioneers, 121-119. Jacksonville Cobras scorer Whitaker finished with a game-high 26 points. Fairbanks led the Cheyenne Pioneers with 25 points in the loss. The Cheyenne Pioneers took a 63-57 lead into the locker room at the break. The Jacksonville Cobras overcame a 8-point deficit at one stage to win the game. Granger hit the go-ahead jumper late in the fourth quarter. 39 bench points helped the Jacksonville Cobras. The lead changed hands 13 times during the course of the game."
534,100534,"On the road on February 7, 2026, the AUS took on the RAL at the Raleigh Wardens' arena. The Raleigh Wardens won, 136-120, over the Austin Sentinels. Raleigh Wardens scorer Abbott finished with a game-high 28 points. Austin Sentinels scorer Sawyer put up 28 points. The Raleigh Wardens held a 65-62 edge at the half of a closely contested game. The Raleigh Wardens overcame a 1-point deficit at one stage to win the game. It was Moreno who put the Raleigh Wardens ahead for good late in the fourth. Oakley posted a double-double with 11 points and 15 rebounds. Jennings and Emerson battled foul trouble for stretches of the game."
535,100535,"The Nashville Tempest hosted the El Paso Ospreys on February 8, 2026. The ELP beat the NAS, 113-108. Salazar paced the El Paso Ospreys attack, scoring 40 points. On the losing side, Keller scored 30 points. The Nashville Tempest led 57-56 at the half after two competitive quarters. The El Paso Ospreys rallied back from a 10-point deficit to come away with the win. Salazar delivered the decisive go-ahead score for the El Paso Ospreys down the stretch. The El Paso Ospreys came out on top by 5 points. At one stretch of the game, the El Paso Ospreys were ahead by 8 points."
536,100536,"On the road on February 9, 2026, the MIS took on the BAK at the Bakersfield Wranglers' arena. The final score was Missoula Anchors 92, Bakersfield Wranglers 77. Missoula Anchors scorer Oakley and Thackeray finished with a game-high 23 points. Bakersfield Wranglers scorer Delgado put up 18 points. The Missoula Anchors held a 43-41 edge at the half of a closely contested game. The Missoula Anchors rallied back from a 7-point deficit to come away with the win. It was Oakley who put the Missoula Anchors ahead for good late in the fourth. There was no box score entry for Wakefield of the Bakersfield Wranglers. The lead changed hands 16 times during the course of the game."
537,100537,"On February 9, 2026, the Hartford Comets traveled to face the Honolulu Miners. The Honolulu Miners won, 119-115, over the Hartford Comets. Zimmer paced the Honolulu Miners attack, scoring 35 points. For the Hartford Comets, Sawyer scored a team-high 35 points. At halftime, the Honolulu Miners were ahead 58-57 following the first two periods. The Honolulu Miners overcame a 12-point deficit at one stage to win the game. Vasquez came up with the go-ahead basket in the final stretch of the game. Rutledge paced the glass work with 10 boards. Ellison and Boone picked up enough fouls during the game to be in foul trouble."
538,100538,"On February 9, 2026, the BOI and the BAT met, with the Baton Rouge Falcons on the road. The BOI beat the BAT, 122-111. For the winners, McAllister scored 40 points. For the Baton Rouge Falcons, Bradford scored a team-high 18 points. Heading into halftime, the Boise Glaciers led 66-61 through two quarters of play. The Boise Glaciers controlled the game from start to finish, never trailing. Distributing the ball, Radford finished with 9 assists. The Boise Glaciers' largest lead of the game was 19 points."
539,100539,"On February 9, 2026, the SPO and the ELP met, with the El Paso Ospreys on the road. The El Paso Ospreys won, 112-106, over the Spokane Outlaws. El Paso Ospreys scorer Rivera finished with a game-high 26 points. Spokane Outlaws scorer Sutter put up 23 points. The El Paso Ospreys took a 56-47 lead into the locker room at the break. The El Paso Ospreys were in front the entire game, never trailing once. The El Paso Ospreys made 15 three-pointers as a team. Radford and Rivera picked up enough fouls during the game to be in foul trouble."
540,100540,"On February 9, 2026, the Fresno Bison traveled to face the Reno Ridgebacks. The FRE beat the REN, 114-111. Fresno Bison scorer Pruitt finished with a game-high 31 points. Reno Ridgebacks scorer Pruitt put up 18 points. The Fresno Bison held a 58-52 edge at the half of a closely contested game. At no point during the contest did the Fresno Bison trail. The go-ahead bucket late in the game came from Pruitt of the Fresno Bison. 11 turnovers plagued the Reno Ridgebacks. Beckett and Rivera picked up enough fouls during the game to be in foul trouble."
541,100541,"On the road on February 9, 2026, the AUS took on the ANC at the Anchorage Herons' arena. The ANC beat the AUS, 122-116. Wolfe topped all scorers for the Anchorage Herons with 26 points. Austin Sentinels scorer Sawyer put up 21 points. At halftime, the Austin Sentinels were ahead 66-59 following the first two periods. The Anchorage Herons rallied back from a 7-point deficit to come away with the win. Wolfe provided the go-ahead points for the Anchorage Herons in the closing minutes. 43 bench points helped the Anchorage Herons. The Anchorage Herons led by as many as 12 points at one stage of the game."
542,100542,"The Buffalo Marshals hosted the Albuquerque Lancers on February 9, 2026. The ALE beat the BUF, 110-107. Albuquerque Lancers scorer Thackeray finished with a game-high 21 points. Sawyer and Redmond led the Buffalo Marshals with 20 points in the loss. At the break, the Albuquerque Lancers were up 60-50 after the opening two quarters. At no point during the contest did the Albuquerque Lancers trail. Thackeray hit the go-ahead jumper late in the fourth quarter. Sawyer turned in a double-double with 20 points and 11 rebounds. The Albuquerque Lancers opened up a 14-point advantage at one point in the game."
543,100543,"On the road on February 10, 2026, the BAT took on the ALE at the Albuquerque Lancers' arena. The final score was Albuquerque Lancers 138, Baton Rouge Falcons 125. Dalton led the Albuquerque Lancers with 40 points. For the Baton Rouge Falcons, Sutter scored a team-high 19 points. Heading into halftime, the Baton Rouge Falcons led 67-66 through two quarters of play. The Albuquerque Lancers rallied back from a 17-point deficit to come away with the win. Dalton delivered the decisive go-ahead score for the Albuquerque Lancers down the stretch. The final margin was 13 points. Garner picked up enough fouls during the game to be in foul trouble."
544,100544,"The Boise Glaciers held on for a 124-121 win at Missoula on February 10, 2026, with McAllister scoring 34 and Rutledge answering with 22 for the Missoula Anchors. Boise led 67-57 at halftime but had to fend off a rally after falling behind by 4 points before Preston Radford delivered the late go-ahead bucket. The Boise Glaciers' largest lead of the night reached 10 points, and Boise did it without Rivera, who was out of the lineup entirely for the road trip to Missoula."
545,100545,"The Fresno Bison hosted the Cincinnati Stallions on February 10, 2026. The Cincinnati Stallions topped the Fresno Bison, 124-91. McAllister paced the Cincinnati Stallions attack, scoring 29 points. Pruitt led the Fresno Bison with 25 points in the loss. At the break, the Cincinnati Stallions were up 55-45 after the opening two quarters. The Cincinnati Stallions were in front the entire game, never trailing once. On the boards, Bellamy finished with 11 rebounds. The Cincinnati Stallions led by as many as 40 points at one stage of the game."
546,100546,"The Columbus Voyagers hosted the Tulsa Admirals on February 11, 2026. The Columbus Voyagers defeated the Tulsa Admirals by a score of 141-137. Columbus Voyagers scorer Sinclair finished with a game-high 27 points. On the losing side, Radford scored 44 points. The Columbus Voyagers led 79-68 at the half after two competitive quarters. The Columbus Voyagers controlled the game from start to finish, never trailing. Ellison delivered the decisive go-ahead score for the Columbus Voyagers down the stretch. Dupree handed out 9 assists to lead all passers. Foul trouble limited Carver for parts of the game."
547,100547,"On February 11, 2026, the HON and the ALE met, with the Albuquerque Lancers on the road. The Albuquerque Lancers defeated the Honolulu Miners by a score of 136-108. Salazar topped all scorers for the Albuquerque Lancers with 40 points. For the Honolulu Miners, Nash and Mercer scored a team-high 14 points. At halftime, the Albuquerque Lancers were ahead 63-50 following the first two periods. The Albuquerque Lancers led wire-to-wire from the opening tip. The Albuquerque Lancers connected on 13 threes. The Albuquerque Lancers led by up to 34 points along the way to the win."
548,100548,"On the road on February 11, 2026, the ANC took on the SPO at the Spokane Outlaws' arena. The Spokane Outlaws came away with a 127-121 victory over the Anchorage Herons. Ellison-Reyes paced the Spokane Outlaws attack, scoring 36 points. Fairbanks led the Anchorage Herons with 39 points in the loss. The Spokane Outlaws held a 65-63 edge at the half of a closely contested game. The Spokane Outlaws never trailed at any point in the game. The Anchorage Herons gave the ball away 17 times. Foul trouble limited Brennan and Fairbanks for parts of the game."
549,100549,"The Bakersfield Wranglers hosted the Hartford Comets on February 11, 2026. The Hartford Comets defeated the Bakersfield Wranglers by a score of 109-103. Sawyer topped all scorers for the Hartford Comets with 33 points. On the losing side, Wakefield scored 28 points. The Hartford Comets held a 53-45 edge at the half of a closely contested game. After facing a 5-point deficit earlier in the game, the Hartford Comets came all the way back. Sawyer provided the go-ahead points for the Hartford Comets in the closing minutes. 18 bench points helped the Hartford Comets. Foul trouble was an issue at times for Brennan."
550,100550,"The Tacoma Talons hosted the Austin Sentinels on February 11, 2026. The final score was Tacoma Talons 114, Austin Sentinels 113. Langford was the top scorer for the Tacoma Talons, going for 17 points. Moreno paced the Austin Sentinels with 19 points despite the loss. The Tacoma Talons took a 62-58 lead into the locker room at the break. The Tacoma Talons controlled the game from start to finish, never trailing. Marlow hit the go-ahead jumper late in the fourth quarter. Gallagher notched a double-double, finishing with 15 points and 10 rebounds. The Tacoma Talons built a lead as big as 13 points during the game."
551,100551,"On February 11, 2026, the El Paso Ospreys welcomed the Cheyenne Pioneers at home. The El Paso Ospreys defeated the Cheyenne Pioneers by a score of 125-105. For the winners, Vance scored 31 points. Bellamy scored 29 points to lead the Cheyenne Pioneers. The El Paso Ospreys took a 63-53 lead into the locker room at the break. The El Paso Ospreys were in front the entire game, never trailing once. It finished as a 20-point game. The El Paso Ospreys led by up to 25 points along the way to the win."
552,100552,"On February 11, 2026, the Boise Glaciers traveled to face the Fresno Bison. The Boise Glaciers came away with a 94-88 victory over the Fresno Bison. McAllister was the top scorer for the Boise Glaciers, going for 31 points. Fresno Bison scorer Mercer put up 18 points. The Boise Glaciers took a 48-44 lead into the locker room at the break. The Boise Glaciers erased a 4-point hole along the way to close out the win. The go-ahead bucket late in the game came from McAllister of the Boise Glaciers. Rivera did not suit up for the Boise Glaciers. Bellamy dealt with foul trouble over the course of the game."
553,100553,"Salazar's 35 points sent the El Paso Ospreys to a 105-101 road win over the Richmond Kestrels on February 12, 2026, with Montgomery's 20 leading Richmond in the loss. El Paso held a 53-45 edge at the break, then had to dig out of a 3-point deficit before Ezekiel Sinclair put the El Paso Ospreys ahead for good late in the fourth. Montgomery also finished with 9 rebounds for the Richmond Kestrels, and El Paso's cushion peaked at 10 points along the way to the win."
554,100554,"The Cheyenne Pioneers never trailed on February 12, 2026, cruising to a 121-93 home win over the Reno Ridgebacks behind Pruitt's 23 points. Delgado led Reno with 20 in the loss. Cheyenne was already up 57-47 at halftime, and Fairbanks orchestrated the offense with a team-high 14 assists as the Pioneers pulled away. Easton was limited by foul trouble for Reno, unable to slow down a Cheyenne Pioneers team that led wire to wire from the opening tip all the way through."
